No. Faktur;Tgl Faktur;Keterangan Barang;Kuantitas;Unit 1 Barang; Jumlah ;Keterangan;
FJ-0825-000271;20 Agu 2025;PORSTEK YURI WL BIRU 1000ML;3.00;PCS; 70,500.00 ;NK ;
FJ-0825-000271;20 Agu 2025;LEM SILICONE NETRAL WHITE;2.00;PCS; 64,000.00 ;NK ;
FJ-0825-000271;20 Agu 2025;AMPLAS ROL 150;50.00;MTR; 350,000.00 ;NK ;
FJ-0825-000272;20 Agu 2025;PASIR KEDIRI A;1.40;M3; 495,000.00 ;NK ;
FJ-0825-000272;20 Agu 2025;LIS ALMINI U 14MM (5/8);8.00;LJR; 480,000.00 ;NK ;
FJ-0825-000273;20 Agu 2025;BESI 6 M (5.1X12) / 5.3;6.00;LJR; 132,000.00 ;LUNAS BSK JM 8;
FJ-0825-000273;20 Agu 2025;LEM RAJAWALI PVAC;10.00;PCS; 190,000.00 ;LUNAS BSK JM 8;
FJ-0825-000273;20 Agu 2025;PASIR KEDIRI A;1.00;M3; 360,000.00 ;LUNAS BSK JM 8;
FJ-0825-000273;20 Agu 2025;SEMEN TIGA RODA PCC 40KG;15.00;ZAK; 795,000.00 ;LUNAS BSK JM 8;
FJ-0825-000273;20 Agu 2025;SEMEN ACIAN TR-30 @40KG;3.00;ZAK; 306,000.00 ;LUNAS BSK JM 8;
FJ-0825-000420;20 Agu 2025;ASBES GELOMBANG KECIL 300;1.00;LBR; 78,000.00 ;NK DIBAWA;
FJ-0825-000420;20 Agu 2025;PASIR KEDIRI A;0.50;M3; 120,000.00 ;NK DIBAWA;
FJ-0825-000420;20 Agu 2025;SEMEN TIGA RODA PCC 40KG;1.00;ZAK; 51,500.00 ;NK DIBAWA;
FJ-0825-000421;20 Agu 2025;BTR JAYABRIX 7.5CM PJG 60;2.00;M3; 1,020,000.00 ;NK DIBAWA;
FJ-0825-000422;20 Agu 2025;BTR BRICON 10CM PJG 60;11.52;M3; 6,050,550.02 ;"LANGSUNG PABRIK (SEMEN BONUS) 19/8/25
03985/MKB-M/VIII/25  03986/MKB-M/VIII/25";
FJ-0825-000422;20 Agu 2025;SEMEN BATA RINGAN BRICON BM101;5.00;ZAK; 343,049.98 ;"LANGSUNG PABRIK (SEMEN BONUS) 19/8/25
03985/MKB-M/VIII/25  03986/MKB-M/VIII/25";
FJ-0825-000423;20 Agu 2025;KAWAT DURI;4.00;PCS; 240,000.00 ;NK DIBAWA;
FJ-0825-000424;20 Agu 2025;BESI 6 SNI SERTIFIKAT;3.00;LJR; 70,500.00 ;NK DIBAWA;
FJ-0825-000424;20 Agu 2025;CORAL 1X2 GELEDEK;0.50;GLD; 32,500.00 ;NK DIBAWA;
FJ-0825-000424;20 Agu 2025;PASIR KEDIRI;0.30;M3; 50,000.00 ;NK DIBAWA;
FJ-0825-000424;20 Agu 2025;SEMEN TIGA RODA PCC 40KG;2.00;ZAK; 103,000.00 ;NK DIBAWA;
FJ-0825-000425;20 Agu 2025;BESI 10 SNI (9.5X12) SRTF;4.00;LJR; 244,000.00 ;NK DIBAWA;
FJ-0825-000425;20 Agu 2025;BESI 6 SNI SERTIFIKAT;2.00;LJR; 47,000.00 ;NK DIBAWA;
FJ-0825-000425;20 Agu 2025;CORAL 1X2 GELEDEK;3.50;GLD; 150,000.00 ;NK DIBAWA;
FJ-0825-000425;20 Agu 2025;PASIR KEDIRI;1.40;M3; 240,000.00 ;NK DIBAWA;
FJ-0825-000425;20 Agu 2025;PAPAN RANDU SUPER;4.00;LBR; 66,000.00 ;NK DIBAWA;
FJ-0825-000425;20 Agu 2025;KAYU MERANTI 2/3;4.00;BTG; 40,000.00 ;NK DIBAWA;
FJ-0825-000425;20 Agu 2025;SEMEN MERDEKA;4.00;ZAK; 172,000.00 ;NK DIBAWA;
FJ-0825-000426;20 Agu 2025;ASBES GELOMBANG BESAR 250;30.00;LBR; 2,580,000.00 ;NK DIBAWA;
FJ-0825-000551;20 Agu 2025;NIPPON 5200 WALL SEALER @20 KG;1.00;PIL; 630,000.00 ;RP. 630.000;
FJ-0825-000552;20 Agu 2025;BTR JAYABRIX 10 CM PJG 60;1.00;M3; 550,000.00 ;LUNAS;
FJ-0825-000553;20 Agu 2025;ANTI RAYAP E-TREX 500 ML;2.00;PCS; 52,000.00 ;;
FJ-0825-000553;20 Agu 2025;PASIR LUMAJANG SEKROP;15.00;SKP; 105,000.00 ;;
FJ-0825-000553;20 Agu 2025;SEMEN TIGA RODA PCC 40KG;2.00;ZAK; 106,000.00 ;;
FJ-0825-000553;20 Agu 2025;SEMEN MU 400 PEREKAT GRANITE TILE @25 KG;1.00;ZAK; 120,000.00 ;;
FJ-0825-000553;20 Agu 2025;"VERLOP SOK 3X2""";1.00;PCS; 9,000.00 ;;
FJ-0825-000554;20 Agu 2025;SEKROP T BIASA;2.00;PCS; 60,000.00 ;TUNGGU TF ;
FJ-0825-000554;20 Agu 2025;KANAL C 75X0.75 MM KENCANA;8.00;LJR; 712,000.00 ;TUNGGU TF ;
FJ-0825-000554;20 Agu 2025;BATA BIASA / SEKAM;500.00;PCS; 375,000.00 ;TUNGGU TF ;
FJ-0825-000554;20 Agu 2025;PASIR KEDIRI;0.60;M3; 155,000.00 ;TUNGGU TF ;
FJ-0825-000554;20 Agu 2025;SEMEN TIGA RODA PCC 40KG;5.00;ZAK; 265,000.00 ;TUNGGU TF ;
FJ-0825-000555;20 Agu 2025;THINNER B SPECIAL @5 L;1.00;GLN; 92,500.00 ;NK DIBAWA;
FJ-0825-000555;20 Agu 2025;BESI SIKU 6X6;1.00;LJR; 365,000.00 ;NK DIBAWA;
FJ-0825-000555;20 Agu 2025;BAUT DRILLING 7 CM;500.00;PCS; 400,000.00 ;NK DIBAWA;
FJ-0825-000555;20 Agu 2025;NIPPON PROTECTIVE @5 KG;2.00;GLN; 390,000.00 ;NK DIBAWA;
FJ-0825-000555;20 Agu 2025;SEMEN GRESIK PPC 40KG;2.00;ZAK; 116,000.00 ;NK DIBAWA;
FJ-0825-000556;20 Agu 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 20,000.00 ;RP.1.000.000;
FJ-0825-000556;20 Agu 2025;ALTEX STANDART 370 @20 L;5.00;PIL; 2,425,000.00 ;RP.1.000.000;
FJ-0825-000556;20 Agu 2025;ALTEX 63 NILE GREEN @1 KG;1.00;KLG; 73,000.00 ;RP.1.000.000;
FJ-0825-000556;20 Agu 2025;NATURETONE DIAMOND WHITE @20 KG;2.00;PIL; 1,390,000.00 ;RP.1.000.000;
FJ-0825-000556;20 Agu 2025;NATURETONE 402 MACARONI @20 KG;1.00;PIL; 695,000.00 ;RP.1.000.000;
FJ-0825-000557;20 Agu 2025;MAGNETIC NUT SOCKET 8 MM;1.00;PCS; 3,500.00 ;NK DIBAWA ;
FJ-0825-000557;20 Agu 2025;BAUT DRILLING 2.5 CM;700.00;PCS; 126,000.00 ;NK DIBAWA ;
FJ-0825-000601;20 Agu 2025;CALSIUM DSGM/GUNUNG MES 800;3.00;SAK; 120,000.00 ;RP. 975.000;
FJ-0825-000601;20 Agu 2025;SEMEN BATA RINGAN A-PLUS 40 KG;2.00;ZAK; 120,000.00 ;RP. 975.000;
FJ-0825-000601;20 Agu 2025;SEMEN TIGA RODA PCC 40KG;8.00;ZAK; 420,000.00 ;RP. 975.000;
FJ-0825-000601;20 Agu 2025;SEMEN MERDEKA;7.00;ZAK; 315,000.00 ;RP. 975.000;
FJ-0825-000602;20 Agu 2025;DULUX PENTALITE BASE A;2.00;GLN; 440,000.00 ;NK DIBAWA;
FJ-0825-000603;20 Agu 2025;PAKU BETON 2 ECERAN;10.00;PCS; 2,000.00 ;NK DIBAWA;
FJ-0825-000603;20 Agu 2025;"PAKU 2""";0.20;KG; 4,000.00 ;NK DIBAWA;
FJ-0825-003886;20 Agu 2025;BTR JAYABRIX 10 CM PJG 60;1.00;M3; 495,000.00 ;NK DIBAWA;
FJ-0825-003886;20 Agu 2025;ASBES GELOMBANG BESAR 300;4.00;LBR; 428,000.00 ;NK DIBAWA;
FJ-0825-003887;20 Agu 2025;HOLLO G TUBE 4X4X0.4;1.00;LJR; 30,000.00 ;NK DIBAWA ;
FJ-0825-003887;20 Agu 2025;PINTU PVC TSUNAMI PUTIH;2.00;PCS; 400,000.00 ;NK DIBAWA ;
FJ-0825-003888;20 Agu 2025;GRC BOARD 122X244;4.00;LBR; 230,000.00 ;NK DIBAWA ;
FJ-0825-003888;20 Agu 2025;CALSIUM DSGM/GUNUNG MES 800;1.00;SAK; 39,000.00 ;NK DIBAWA ;
FJ-0825-003889;20 Agu 2025;PASIR KEDIRI A;0.50;M3; 120,000.00 ;NK DIBAWA;
FJ-0825-003889;20 Agu 2025;SEMEN ACIAN TR-30 @40KG;1.00;ZAK; 98,500.00 ;NK DIBAWA;
FJ-0825-003987;20 Agu 2025;NIPPON ELASTEX @4KG LAKESTONE;1.00;GLN; 195,000.00 ;NK DIBAWA;
FJ-0825-003987;20 Agu 2025;CORNICE A PLUS @1 KG PACK;3.00;PCS; 24,000.00 ;NK DIBAWA;
FJ-0825-003988;20 Agu 2025;KANAL C 80X0.75 MM GASCO;8.00;LJR; 800,000.00 ;RP.1.110.000;
FJ-0825-003988;20 Agu 2025;RENG GALV IMF;10.00;LJR; 300,000.00 ;RP.1.110.000;
FJ-0825-003989;20 Agu 2025;"PAKU 4""";1.00;KG; 16,000.00 ;RP.1.015.000;
FJ-0825-003989;20 Agu 2025;PASIR LUMAJANG;1.40;M3; 500,000.00 ;RP.1.015.000;
FJ-0825-003989;20 Agu 2025;TRIPLEK 8 MM SENGON;3.00;LBR; 234,000.00 ;RP.1.015.000;
FJ-0825-003989;20 Agu 2025;SEMEN TIGA RODA PCC 40KG;5.00;ZAK; 265,000.00 ;RP.1.015.000;
FJ-0825-003990;20 Agu 2025;KAPI GAGANG KARET 3;4.00;PCS; 48,000.00 ;NK. CEPATTT;
FJ-0825-003990;20 Agu 2025;SEMEN PLESTER UZIN @50 KG;20.00;ZAK; 1,030,000.00 ;NK. CEPATTT;
FJ-0825-003991;20 Agu 2025;PASIR LUMAJANG;7.30;M3; 2,050,000.00 ;NK ;
FJ-0825-003992;20 Agu 2025;SEMEN GRESIK PPC 40KG;50.00;ZAK; 2,850,000.00 ;LUNAS;
FJ-0825-003993;20 Agu 2025;ADDITON;2.00;KLG; 84,000.00 ;RP.1.014.000;
FJ-0825-003993;20 Agu 2025;SEMEN MERDEKA;20.00;ZAK; 920,000.00 ;RP.1.014.000;
FJ-0825-003994;20 Agu 2025;CORAL 1X2;0.25;M3; 130,000.00 ;RP.130.000 ADA MOBIL GRANMAX DIDEPANYA;
FJ-0825-003995;20 Agu 2025;BTR BRICON 10CM PJG 60;2.00;M3; 1,240,000.00 ;NK,;
FJ-0825-003995;20 Agu 2025;"PVC WAVIN 2 1/2"" D";4.00;LJR; 292,000.00 ;NK,;
FJ-0825-003995;20 Agu 2025;"KENI 2 1/2""";8.00;PCS; 64,000.00 ;NK,;
FJ-0825-003995;20 Agu 2025;KLEM PVC 21/2;4.00;PCS; 12,000.00 ;NK,;
FJ-0825-003995;20 Agu 2025;TEE 3 X 2 1/2 D RUCIKA;1.00;PCS; 23,000.00 ;NK,;
FJ-0825-003996;20 Agu 2025;"PAKU 1 3/4""";1.00;KG; 18,000.00 ;LUNAS ;
FJ-0825-003996;20 Agu 2025;CORAL 1X2;0.50;M3; 230,000.00 ;LUNAS ;
FJ-0825-003996;20 Agu 2025;BTR FOCON/PLATINUM 10CM;2.00;M3; 1,160,000.00 ;LUNAS ;
FJ-0825-003996;20 Agu 2025;PASIR KEDIRI A;1.00;M3; 360,000.00 ;LUNAS ;
FJ-0825-003996;20 Agu 2025;TRIPLEK 8 MM SENGON;4.00;LBR; 312,000.00 ;LUNAS ;
FJ-0825-003996;20 Agu 2025;SEMEN GRESIK PPC 40KG;10.00;ZAK; 570,000.00 ;LUNAS ;
FJ-0825-003997;20 Agu 2025;BOR NEW BEAT 13MM HP1630;1.00;PCS; 330,000.00 ;TGG TF;
FJ-0825-003997;20 Agu 2025;PLASTIK COR;5.00;PCS; 140,000.00 ;TGG TF;
FJ-0825-003998;20 Agu 2025;SF/LASERPLAST/NEO 180;20.00;LBR; 1,220,000.00 ;RP. 1.245.000 TGG BRG;
FJ-0825-003999;20 Agu 2025;KRAN ONDA JF 08-ST;3.00;PCS; 249,000.00 ;NK;
FJ-0825-003999;20 Agu 2025;SHOWER TOILET ONDA S 88 CCS CHROM;3.00;PCS; 354,000.00 ;NK;
FJ-0825-003999;20 Agu 2025;CLOSED MONOBLOK VOLK 088/663;3.00;SET; 2,550,000.00 ;NK;
FJ-0825-003999;20 Agu 2025;SEMEN MERDEKA;8.00;ZAK; 368,000.00 ;NK;
FJ-0825-004000;20 Agu 2025;BATA BIASA / SEKAM;250.00;PCS; 175,000.00 ;NK;
FJ-0825-004000;20 Agu 2025;SEMEN TIGA RODA PCC 40KG;2.00;ZAK; 105,000.00 ;NK;
RJ-0825-000200;20 Agu 2025;GALVALUM GELOMBANG 0.3X400;-4.00;LBR; -512,000.00 ;"
RETUR BLM DKRM";
RJ-0825-000267;20 Agu 2025;SEMEN BATA RINGAN A-PLUS 40 KG;-1.00;ZAK; -65,000.00 ;"
RETUR KEMBALI";
CASH.01.082025.3654;21 Agu 2025;SARUNG TANGAN GELANG MERAH;2.00;PSG; 8,000.00 ;;
CASH.01.082025.3656;21 Agu 2025;PAKU BETON PUTIH 2;1.00;DOS; 10,000.00 ;;
CASH.01.082025.3656;21 Agu 2025;PASIR SEKROP;6.00;SKP; 36,000.00 ;;
CASH.01.082025.3656;21 Agu 2025;SEMEN GRESIK PPC 40KG;1.00;ZAK; 57,000.00 ;;
CASH.01.082025.3659;21 Agu 2025;WD CUTTING 105X1.2X16;3.00;PCS; 12,000.00 ;;
CASH.01.082025.3660;21 Agu 2025;KUNCI HANDEL HSH/HSJ BESAR;1.00;SET; 145,000.00 ;;
CASH.01.082025.3671;21 Agu 2025;KAWAT LAS 2 MM STENLIS;0.10;KG; 30,000.00 ;;
CASH.01.082025.3675;21 Agu 2025;SEKROP CANGKUL;1.00;PCS; 55,000.00 ;;
CASH.01.082025.3675;21 Agu 2025;SEMEN ACIAN PUTIH UZIN (SKIMCOAT);1.00;ZAK; 92,000.00 ;;
CASH.01.082025.3676;21 Agu 2025;SIKU TUKANG 30 CM TEBAL;1.00;PCS; 22,000.00 ;;
CASH.01.082025.3681;21 Agu 2025;NITROLUX 200 GR 35 EVERGREEN;1.00;PCS; 23,000.00 ;;
CASH.01.082025.3681;21 Agu 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 20,000.00 ;;
CASH.01.082025.3681;21 Agu 2025;BEE BRAND 9102 WHITE;1.00;KLG; 70,000.00 ;;
CASH.01.082025.3683;21 Agu 2025;"ENGSEL TEBAL WANLY 3""";1.00;PSG; 12,000.00 ;;
CASH.01.082025.3683;21 Agu 2025;DINABOL 8X40;4.00;PCS; 8,000.00 ;;
CASH.01.082025.3683;21 Agu 2025;PARAGON 348 ROSE PINK @1 KG;1.00;KLG; 36,000.00 ;;
CASH.01.082025.3684;21 Agu 2025;SEMEN MU 480 PEREKAT KRMK ATAS KRMK @25KG;1.00;ZAK; 237,000.00 ;;
CASH.01.082025.3686;21 Agu 2025;"TEE 2 1/2"" MSP";2.00;PCS; 20,000.00 ;;
CASH.01.082025.3686;21 Agu 2025;VERLOP SOK 2 1/2X1 1/4;2.00;PCS; 24,000.00 ;;
CASH.01.082025.3687;21 Agu 2025;PAKU BETON PUTIH 3;1.00;DOS; 10,000.00 ;;
CASH.01.082025.3687;21 Agu 2025;KAWAT 16 TANGGUNG;26.75;MTR; 20,000.00 ;;
CASH.01.082025.3688;21 Agu 2025;GYPSUM A PLUS 120X240;1.00;LBR; 50,000.00 ;;
CASH.01.082025.3688;21 Agu 2025;BATA PRESS (MRH);20.00;PCS; 18,000.00 ;;
CASH.01.082025.3689;21 Agu 2025;SIKACERAM 180 GA TILEFIX 25KG;1.00;ZAK; 95,000.00 ;;
CASH.01.082025.3690;21 Agu 2025;SERAT FIBER;1.00;LBR; 3,000.00 ;;
CASH.01.082025.3690;21 Agu 2025;"KUAS ETERNA 2""";1.00;PCS; 9,000.00 ;;
CASH.01.082025.3690;21 Agu 2025;NIPPON ELASTEX @1KG GREY;1.00;KLG; 55,000.00 ;;
CASH.01.082025.3692;21 Agu 2025;KABEL TIES 2.5X150 HTM;1.00;PAK; 8,000.00 ;;
CASH.01.082025.3692;21 Agu 2025;MASTERGLASS HITAM GARIS 1.2;1.50;MTR; 78,000.00 ;;
CASH.01.082025.3694;21 Agu 2025;PYLOX 109 BLACK;1.00;PCS; 30,000.00 ;;
CASH.01.082025.3695;21 Agu 2025;PAKU BETON PUTIH 21/2;2.00;DOS; 20,000.00 ;;
CASH.01.082025.3713;21 Agu 2025;GALVALUM GELOMBANG 0.3X300;10.00;LBR; 960,000.00 ;;
CASH.01.082025.3713;21 Agu 2025;GALVALUM GELOMBANG 0.3X500;1.00;LBR; 160,000.00 ;;
CASH.01.082025.3719;21 Agu 2025;KRAN ONDA BL 1/2;1.00;PCS; 38,000.00 ;;
CASH.01.082025.3722;21 Agu 2025;PYLOX 108 YELLOW;1.00;PCS; 30,000.00 ;;
CASH.01.082025.3722;21 Agu 2025;SPIRTUS OBOR;1.00;PCS; 16,000.00 ;;
CASH.01.082025.3722;21 Agu 2025;LEM CASTOL KECIL 21 CCM;1.00;PCS; 9,000.00 ;;
CASH.01.082025.3723;21 Agu 2025;VINILEX 8006 LILY WHITE;1.00;GLN; 150,000.00 ;;
CASH.01.082025.3727;21 Agu 2025;SAKLAR SERI BROCO TANAM;1.00;PCS; 17,000.00 ;;
CASH.01.082025.3728;21 Agu 2025;NIPPE 2000 480 SUPER BLACK @1 KG;4.00;KLG; 352,000.00 ;;
CASH.01.082025.3728;21 Agu 2025;SIKU TUKANG 30 CM TEBAL;1.00;PCS; 22,000.00 ;;
CASH.01.082025.3728;21 Agu 2025;AMPLAS TUMPUK GRENDA 80;5.00;PCS; 30,000.00 ;;
CASH.01.082025.3728;21 Agu 2025;PELAMPUNG TANDON RADAR BIRU;1.00;PCS; 68,000.00 ;;
CASH.01.082025.3728;21 Agu 2025;NIPPON HIGH EPOXY FILLER WHITE;2.00;SET; 168,000.00 ;;
CASH.01.082025.3729;21 Agu 2025;SEMEN HITAM 5 KG AN;1.00;BKS; 13,000.00 ;;
CASH.01.082025.3730;21 Agu 2025;MATABOR HITAM NACHI 3 MM;1.00;PCS; 21,000.00 ;;
CASH.01.082025.3734;21 Agu 2025;TESPEN VEGAS;1.00;PCS; 10,000.00 ;;
CASH.01.082025.3736;21 Agu 2025;BAK CAT KOTAK ABU;1.00;PCS; 13,000.00 ;;
CASH.01.082025.3736;21 Agu 2025;"KUAS ETERNA 4""";2.00;PCS; 40,000.00 ;;
CASH.01.082025.3736;21 Agu 2025;"KUAS ETERNA 2 1/2""";2.00;PCS; 22,000.00 ;;
CASH.01.082025.3736;21 Agu 2025;KUAS ROL ACE BIRU 10MM;1.00;PCS; 32,000.00 ;;
CASH.01.082025.3736;21 Agu 2025;NIPPON WEATHERBOND MAX PASTEL @2.35L;1.00;GLN; 347,000.00 ;;
CASH.01.082025.3736;21 Agu 2025;WEATHERBOND 1001 BRILLIANT WHITE @2.5 L;1.00;GLN; 315,000.00 ;;
CASH.01.082025.3737;21 Agu 2025;LEM RAJAWALI PVAC;1.00;PCS; 19,000.00 ;;
CASH.01.082025.3738;21 Agu 2025;KAPI PVC 5;2.00;PCS; 6,000.00 ;;
CASH.01.082025.3738;21 Agu 2025;SEALTAPE AIR;1.00;PCS; 3,000.00 ;;
CASH.01.082025.3738;21 Agu 2025;PLAMIR MASTER PUTIH 1KG;3.00;PCS; 48,000.00 ;;
CASH.01.082025.3739;21 Agu 2025;GEMBOK HPP/VERRIZ 40MM L PENDEK;1.00;PCS; 15,000.00 ;;
CASH.01.082025.3739;21 Agu 2025;OVERPAL PUTIH 2;1.00;PCS; 4,000.00 ;;
CASH.01.082025.3740;21 Agu 2025;"GERGAJI KAYU GG KARET HPP 16""";1.00;PCS; 30,000.00 ;;
CASH.01.082025.3740;21 Agu 2025;NITROLUX 200 GR 208 SUNSET;1.00;PCS; 23,000.00 ;;
CASH.01.082025.3740;21 Agu 2025;"KUAS ETERNA 1""";1.00;PCS; 6,000.00 ;;
CASH.01.082025.3740;21 Agu 2025;LEM STICK TEMBAK BESAR;4.00;PCS; 12,000.00 ;;
CASH.01.082025.3740;21 Agu 2025;EMCO PUTIH @1/4 KG;1.00;KLG; 30,000.00 ;;
CASH.01.082025.3741;21 Agu 2025;CATYLAC MARIGOLD 44505;1.00;GLN; 165,000.00 ;;
CASH.01.082025.3742;21 Agu 2025;BESI 10 M (9.1X12) / 8.8;3.00;LJR; 174,000.00 ;;
CASH.01.082025.3743;21 Agu 2025;SEMEN GRESIK PPC 40KG;2.00;ZAK; 114,000.00 ;;
CASH.01.082025.3744;21 Agu 2025;KAPI PVC 5;-2.00;PCS; -6,000.00 ;;
CASH.01.082025.3745;21 Agu 2025;KAPI PVC 9;2.00;PCS; 8,000.00 ;;
CASH.01.082025.3758;21 Agu 2025;AMPLAS TAIYO 120;10.00;LBR; 50,000.00 ;;
CASH.01.082025.3758;21 Agu 2025;AMPLAS 320;10.00;LBR; 50,000.00 ;;
CASH.01.082025.3761;21 Agu 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 20,000.00 ;;
CASH.01.082025.3761;21 Agu 2025;BEE BRAND 9102 WHITE;1.00;KLG; 70,000.00 ;;
CASH.01.082025.3765;21 Agu 2025;KUNCI MATA BOR 13 MM;1.00;PCS; 12,000.00 ;;
CASH.01.082025.3765;21 Agu 2025;BAK CAT MIRING;1.00;PCS; 10,000.00 ;;
CASH.01.082025.3765;21 Agu 2025;ALTEX STANDART SUPER BRILLIANT WHITE;1.00;GLN; 143,000.00 ;;
CASH.01.082025.3765;21 Agu 2025;KUAS ROL ACE BIRU 10MM;1.00;PCS; 32,000.00 ;;
CASH.01.082025.3767;21 Agu 2025;SELANG TIMBANG 1/4 TGG;2.00;MTR; 6,000.00 ;;
CASH.01.082025.3772;21 Agu 2025;MATA GERGAJI SANDFLEX 24 TPI;1.00;PCS; 15,000.00 ;;
CASH.01.082025.3772;21 Agu 2025;KAWAT LOKET HIJAU PVC 1/2;2.00;MTR; 20,000.00 ;;
CASH.01.082025.3773;21 Agu 2025;LEM PVC ISARPLAS TUBE 45 GRAM;1.00;PCS; 10,000.00 ;;
CASH.01.082025.3774;21 Agu 2025;PYLOX 109 BLACK;1.00;PCS; 30,000.00 ;;
CASH.01.082025.3777;21 Agu 2025;BENANG NAT IKAT;4.00;PCS; 20,000.00 ;;
CASH.01.082025.3778;21 Agu 2025;"PAKU PAYUNG 2""";0.10;KG; 5,000.00 ;;
CASH.01.082025.3778;21 Agu 2025;LASERCOOL 300;1.00;LBR; 193,000.00 ;;
CASH.01.082025.3779;21 Agu 2025;WD CUTTING 105X1.2X16;2.00;PCS; 8,000.00 ;;
CASH.01.082025.3783;21 Agu 2025;GEMBOK TOP 25 MM;1.00;PCS; 10,000.00 ;;
CASH.01.082025.3784;21 Agu 2025;"KENI 2"" D MSP";1.00;PCS; 5,000.00 ;;
CASH.01.082025.3789;21 Agu 2025;MATABOR BETON JORAN 12 MM;1.00;PCS; 52,000.00 ;;
CASH.01.082025.3790;21 Agu 2025;PASIR LUMAJANG;0.50;M3; 240,000.00 ;;
CASH.01.082025.3791;21 Agu 2025;KUAS LUKIS 12;1.00;PCS; 7,000.00 ;;
CASH.01.082025.3791;21 Agu 2025;ENGSEL PLASTIK VALCO;1.00;PSG; 8,000.00 ;;
CASH.01.082025.3793;21 Agu 2025;SEALTAPE AIR;1.00;PCS; 3,000.00 ;;
CASH.01.082025.3796;21 Agu 2025;CATYLAC VENICE BLUE 41381;2.00;GLN; 320,000.00 ;;
CASH.02.082025.3653;21 Agu 2025;SOK 3/4 MASP;1.00;PCS; 2,000.00 ;;
CASH.02.082025.3653;21 Agu 2025;LEM PVC ISARPLAS TUBE 45 GRAM;1.00;PCS; 10,000.00 ;;
CASH.02.082025.3655;21 Agu 2025;KASA PERBAN BIASA;2.00;PCS; 12,000.00 ;;
CASH.02.082025.3655;21 Agu 2025;"SEKRUP HOLLOW 1"" WANLY/VPR KOTAK";1.00;DOS; 40,000.00 ;;
CASH.02.082025.3657;21 Agu 2025;SEMEN MU 200 ACIAN PLESTER 40 KG;1.00;ZAK; 109,000.00 ;;
CASH.02.082025.3658;21 Agu 2025;SEMEN MU 200 ACIAN PLESTER 40 KG;1.00;ZAK; 109,000.00 ;;
CASH.02.082025.3661;21 Agu 2025;SEALTAPE AIR;1.00;PCS; 3,000.00 ;;
CASH.02.082025.3661;21 Agu 2025;TABUNG POMPA ISCO/SHIMITZU 135E;1.00;PCS; 91,000.00 ;;
CASH.02.082025.3662;21 Agu 2025;KABEL NYMHY 2X1.5 MSK ECERAN;8.00;MTR; 120,000.00 ;;
CASH.02.082025.3663;21 Agu 2025;AFUR BCP ORT/HPP;1.00;PCS; 35,000.00 ;;
CASH.02.082025.3663;21 Agu 2025;LEM RAJAWALI PVAC;3.00;PCS; 57,000.00 ;;
CASH.02.082025.3663;21 Agu 2025;SEMEN PUTIH BB @5 KG;1.00;BKS; 20,000.00 ;;
CASH.02.082025.3664;21 Agu 2025;KAWAT 16 TANGGUNG;10.00;MTR; 10,000.00 ;;
CASH.02.082025.3665;21 Agu 2025;THINNER A SPC DRUM ECERAN;3.00;LTR; 54,000.00 ;;
CASH.02.082025.3665;21 Agu 2025;THINNER B BOTOL 1 LTR;2.00;KLG; 28,000.00 ;;
CASH.02.082025.3666;21 Agu 2025;MAWAR 1001 SUPER WHITE;2.00;GLN; 130,000.00 ;;
CASH.02.082025.3667;21 Agu 2025;LEM RAJAWALI PVAC;1.00;PCS; 19,000.00 ;;
CASH.02.082025.3667;21 Agu 2025;SEMEN PUTIH BB @5 KG;1.00;BKS; 20,000.00 ;;
CASH.02.082025.3668;21 Agu 2025;MATA GERGAJI SANDFLEX 18 TPI;2.00;PCS; 30,000.00 ;;
CASH.02.082025.3669;21 Agu 2025;AQUAPROOF HITAM @1 KG;1.00;KLG; 57,000.00 ;;
CASH.02.082025.3670;21 Agu 2025;NO DROP 002 ABU @1KG;1.00;KLG; 56,000.00 ;;
CASH.02.082025.3672;21 Agu 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 20,000.00 ;;
CASH.02.082025.3672;21 Agu 2025;ALTEX 66 DEEP BUFF @1 KG;1.00;KLG; 73,000.00 ;;
CASH.02.082025.3672;21 Agu 2025;ALTEX MENI KAYU @1 KG;1.00;KLG; 53,000.00 ;;
CASH.02.082025.3673;21 Agu 2025;KIT RUBBING COMPOND 60;1.00;PCS; 16,000.00 ;;
CASH.02.082025.3674;21 Agu 2025;WD-40 120 ML;1.00;PCS; 52,000.00 ;;
CASH.02.082025.3677;21 Agu 2025;CORNICE A PLUS @1 KG PACK;1.00;PCS; 8,000.00 ;;
CASH.02.082025.3677;21 Agu 2025;LEM RAJAWALI PVAC;1.00;PCS; 19,000.00 ;;
CASH.02.082025.3678;21 Agu 2025;SEMEN PUTIH STR KILOAN;2.00;KG; 8,000.00 ;;
CASH.02.082025.3679;21 Agu 2025;"PVC MASPION 1/2"" AW";1.00;LJR; 27,000.00 ;;
CASH.02.082025.3679;21 Agu 2025;SEMEN GRESIK PPC 40KG;1.00;ZAK; 57,000.00 ;;
CASH.02.082025.3680;21 Agu 2025;PAKU BETON 11/4 ECERAN;20.00;PCS; 4,000.00 ;;
